linenumber,fec_committee_id,transaction_id,,,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,,date,amount,,purpose,memo_code,memo_text,cycle
"SB21B","C00762591","SB21B.5247","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210630","279.90","","AMEX PMT [SB21B.4266]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5258","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210702","620.79","","REIMBURSEMENT [SB21B.4923]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5259","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210708","887.35","","REIMBURSEMENT [SB21B.4986]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5245","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210710","33.70","","AMEX PMT [SB21B.4266]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5246","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210710","159.02","","AMEX PMT [SB21B.4266]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5250","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210729","2922.96","","AMEX PMT [SB21B.4267]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5251","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210807","41.79","","AMEX PMT [SB21B.4267]: TRAVEL: TOLLS","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5248","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210813","799.31","","AMEX PMT [SB21B.4267]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5249","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210821","989.18","","AMEX PMT [SB21B.4267]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5257","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210830","35.70","","AMEX PMT [SB21B.4268]: TRAVEL: TOLLS","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5252","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210831","-749.31","","AMEX PMT [SB21B.4268]: CREDIT: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5253","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210903","287.24","","AMEX PMT [SB21B.4268]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5256","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210903","1049.69","","AMEX PMT [SB21B.4268]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5254","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210911","323.02","","AMEX PMT [SB21B.4268]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5255","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210918","728.65","","AMEX PMT [SB21B.4268]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5260","","","ORG","AVIS RENT A CAR","","","","","","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","","","20210926","169.11","","REIMBURSEMENT [SB21B.5099]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5262","","","ORG","BARNES & NOBLE","","","","","","1400 OLD COUNTRY RD FLOOR 1","","WESTBURY","NY","115905119","","","20211011","230.90","","AMEX PMT [SB21B.4271]: OFFICE FURNISHING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5263","","","ORG","BARNES & NOBLE","","","","","","1400 OLD COUNTRY RD FLOOR 1","","WESTBURY","NY","115905119","","","20211112","55.62","","AMEX PMT [SB21B.4276]: OFFICE FURNISHING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.4290","","","ORG","BCVM SERVICES LLC","","","","","","1512 E BROWARD BLVD","UNIT 104B","FORT LAUDERDALE","FL","33301","","","20210712","45766.16","","PRINT ADVERTISING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4291","","","ORG","BCVM SERVICES LLC","","","","","","1512 E BROWARD BLVD","UNIT 104B","FORT LAUDERDALE","FL","33301","","","20210811","522.50","","CREATIVE DESIGN SERVICES","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4292","","","ORG","BCVM SERVICES LLC","","","","","","1512 E BROWARD BLVD","UNIT 104B","FORT LAUDERDALE","FL","33301","","","20210922","12950.00","","PRINT & RADIO ADVERTISING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4293","","","ORG","BCVM SERVICES LLC","","","","","","1512 E BROWARD BLVD","UNIT 104B","FORT LAUDERDALE","FL","33301","","","20210929","5432.41","","RADIO ADVERTISING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4294","","","ORG","BCVM SERVICES LLC","","","","","","1512 E BROWARD BLVD","UNIT 104B","FORT LAUDERDALE","FL","33301","","","20211006","11165.00","","RADIO ADVERTISING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4295","","","ORG","BCVM SERVICES LLC","","","","","","1512 E BROWARD BLVD","UNIT 104B","FORT LAUDERDALE","FL","33301","","","20211013","7835.00","","RADIO ADVERTISING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4297","","","ORG","BELMONT STRATEGIES LLC","","","","","","184 WEST BOYLSTON ST.","","WEST BOYLSTON","MA","01583","","","20210709","10000.00","","COMMUNICATIONS CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4298","","","ORG","BELMONT STRATEGIES LLC","","","","","","184 WEST BOYLSTON ST.","","WEST BOYLSTON","MA","01583","","","20210805","10000.00","","COMMUNICATIONS CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4299","","","ORG","BELMONT STRATEGIES LLC","","","","","","184 WEST BOYLSTON ST.","","WEST BOYLSTON","MA","01583","","","20210910","10000.00","","COMMUNICATIONS CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4300","","","ORG","BELMONT STRATEGIES LLC","","","","","","184 WEST BOYLSTON ST.","","WEST BOYLSTON","MA","01583","","","20211006","10000.00","","COMMUNICATIONS CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4301","","","ORG","BELMONT STRATEGIES LLC","","","","","","184 WEST BOYLSTON ST.","","WEST BOYLSTON","MA","01583","","","20211105","10000.00","","COMMUNICATIONS CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4302","","","ORG","BELMONT STRATEGIES LLC","","","","","","184 WEST BOYLSTON ST.","","WEST BOYLSTON","MA","01583","","","20211209","10000.00","","COMMUNICATIONS CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5269","","","ORG","BEST BUY","","","","","","7601 PENN AVENUE S","","MINNEAPOLIS","MN","55423","","","20210717","63.91","","REIMBURSEMENT [SB21B.5124]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5267","","","ORG","BEST BUY","","","","","","7601 PENN AVENUE S","","MINNEAPOLIS","MN","55423","","","20210811","31.02","","REIMBURSEMENT [SB21B.5061]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5266","","","ORG","BEST BUY","","","","","","7601 PENN AVENUE S","","MINNEAPOLIS","MN","55423","","","20210913","53.30","","AMEX PMT [SB21B.4268]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5268","","","ORG","BEST BUY","","","","","","7601 PENN AVENUE S","","MINNEAPOLIS","MN","55423","","","20210913","199.01","","REIMBURSEMENT [SB21B.5064]: OFFICE EQUIPMENT","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5265","","","ORG","BEST BUY","","","","","","7601 PENN AVENUE S","","MINNEAPOLIS","MN","55423","","","20210922","22.44","","AMEX PMT [SB21B.4268]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5270","","","ORG","BEST BUY","","","","","","7601 PENN AVENUE S","","MINNEAPOLIS","MN","55423","","","20210922","26.74","","REIMBURSEMENT [SB21B.5145]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5271","","","ORG","BEST BUY","","","","","","7601 PENN AVENUE S","","MINNEAPOLIS","MN","55423","","","20211014","84.51","","REIMBURSEMENT [SB21B.5145]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5275","","","ORG","BOOKING HOLDINGS INC","","","","","","800 CONNECTICUT AVENUE","","NORWALK","CT","06954","","","20210615","104.00","","AMEX PMT [SB21B.4265]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5273","","","ORG","BOOKING HOLDINGS INC","","","","","","800 CONNECTICUT AVENUE","","NORWALK","CT","06954","","","20210709","855.02","","REIMBURSEMENT [SB21B.4962]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.4787","","","IND","","BOYLE","DANIEL","T","","","3391 TARPON WOODS BLVD","","PALM HARBOR","FL","34685","","","20210819","16000.00","","STRATEGY CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4788","","","IND","","BOYLE","DANIEL","T","","","3391 TARPON WOODS BLVD","","PALM HARBOR","FL","34685","","","20210929","8000.00","","STRATEGY CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4789","","","IND","","BOYLE","DANIEL","T","","","3391 TARPON WOODS BLVD","","PALM HARBOR","FL","34685","","","20211110","8000.00","","STRATEGY CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4790","","","IND","","BOYLE","DANIEL","T","","","3391 TARPON WOODS BLVD","","PALM HARBOR","FL","34685","","","20211222","8000.00","","STRATEGY CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4312","","","ORG","BRAND WOODWARD LAW","","","","","","2001 K ST NW","","WASHINGTON","DC","20006","","","20211019","25000.00","","LEGAL CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5277","","","ORG","BRITISH PETROLEUM","","","","","","501 WESTLAKE PARK BLVD","","HOUSTON","TX","77079","","","20210630","41.69","","REIMBURSEMENT [SB21B.4844]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5278","","","ORG","BRITISH PETROLEUM","","","","","","501 WESTLAKE PARK BLVD","","HOUSTON","TX","77079","","","20210725","26.06","","REIMBURSEMENT [SB21B.4924]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5279","","","ORG","BRITISH PETROLEUM","","","","","","501 WESTLAKE PARK BLVD","","HOUSTON","TX","77079","","","20210808","32.47","","REIMBURSEMENT [SB21B.4928]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5281","","","ORG","BUDGET RENT-A-CAR","","","","","","300 CENTRE POINTE DR.","","VIRGINIA BEACH","VA","234624415","","","20210602","603.59","","AMEX PMT [SB21B.4265]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5282","","","ORG","BUDGET RENT-A-CAR","","","","","","300 CENTRE POINTE DR.","","VIRGINIA BEACH","VA","234624415","","","20210619","861.39","","AMEX PMT [SB21B.4265]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5284","","","ORG","BUDGET RENT-A-CAR","","","","","","300 CENTRE POINTE DR.","","VIRGINIA BEACH","VA","234624415","","","20210808","1878.11","","REIMBURSEMENT [SB21B.4928]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5285","","","ORG","BUDGET RENT-A-CAR","","","","","","300 CENTRE POINTE DR.","","VIRGINIA BEACH","VA","234624415","","","20210829","527.59","","REIMBURSEMENT [SB21B.4930]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5286","","","ORG","BUDGET RENT-A-CAR","","","","","","300 CENTRE POINTE DR.","","VIRGINIA BEACH","VA","234624415","","","20210919","460.09","","REIMBURSEMENT [SB21B.4932]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5283","","","ORG","BUDGET RENT-A-CAR","","","","","","300 CENTRE POINTE DR.","","VIRGINIA BEACH","VA","234624415","","","20211009","525.53","","AMEX PMT [SB21B.4270]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.4792","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210812","7980.38","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4793","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210831","4786.43","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4794","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210914","4786.43","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4795","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210930","4786.43","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4796","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211013","13333.60","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7142","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211013","2775.00","","REIMBURSEMENT [SB21B.4796]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.4797","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211014","4786.43","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4798","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211028","4786.43","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4799","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211115","4786.43","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4800","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211130","4786.43","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4801","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211214","4786.43","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4802","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211222","11389.58","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4803","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211222","2000.00","","YEAR-END BONUS","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7143","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211222","2250.00","","REIMBURSEMENT [SB21B.4802]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.4804","","","IND","","BUDOWICH","TAYLOR","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211230","4786.43","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4316","","","ORG","C&M TRANSCONTINENTAL, LLC","","","","","","186 TALMAGE RD","","MENDHAM","NJ","07945","","","20210714","40000.00","","STRATEGY CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4317","","","ORG","C&M TRANSCONTINENTAL, LLC","","","","","","186 TALMAGE RD","","MENDHAM","NJ","07945","","","20210806","20000.00","","STRATEGY CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4318","","","ORG","C&M TRANSCONTINENTAL, LLC","","","","","","186 TALMAGE RD","","MENDHAM","NJ","07945","","","20210916","20000.00","","STRATEGY CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4319","","","ORG","C&M TRANSCONTINENTAL, LLC","","","","","","186 TALMAGE RD","","MENDHAM","NJ","07945","","","20210929","2203.18","","ADVANCE CONSULTING EXPENSES","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4320","","","ORG","C&M TRANSCONTINENTAL, LLC","","","","","","186 TALMAGE RD","","MENDHAM","NJ","07945","","","20211006","20000.00","","STRATEGY CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4321","","","ORG","C&M TRANSCONTINENTAL, LLC","","","","","","186 TALMAGE RD","","MENDHAM","NJ","07945","","","20211022","1767.18","","ADVANCE CONSULTING EXPENSES","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4322","","","ORG","C&M TRANSCONTINENTAL, LLC","","","","","","186 TALMAGE RD","","MENDHAM","NJ","07945","","","20211118","12500.00","","STRATEGY CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4323","","","ORG","C&M TRANSCONTINENTAL, LLC","","","","","","186 TALMAGE RD","","MENDHAM","NJ","07945","","","20211209","12500.00","","STRATEGY CONSULTING","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4806","","","IND","","CANNON","ALEXANDER","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210715","6892.33","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4807","","","IND","","CANNON","ALEXANDER","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210730","6892.33","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4808","","","IND","","CANNON","ALEXANDER","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210812","6892.33","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4809","","","IND","","CANNON","ALEXANDER","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210831","372.92","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4810","","","IND","","CANNON","ALEXANDER","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210914","372.91","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
